,sentence,label,type
3129,sir william and lady lucas are       determined to go  merely on that account  for in general  you       know  they visit no newcomers ,2,train
3130,indeed you must go  for it will be       impossible for  us  to visit him  if you do not           you are over scrupulous  surely ,2,train
3131,i dare say mr  bingley will be       very glad to see you  and i will send a few lines by you to       assure him of my hearty consent to his marrying whichever he       chooses of the girls  though i must throw in a good word for my       little lizzy           i desire you will do no such thing ,2,train
3132,lizzy is not a bit better       than the others  and i am sure she is not half so handsome as       jane  nor half so good humoured as lydia ,2,val
3133,but you are always       giving  her  the preference           they have none of them much to recommend them   replied he         they are all silly and ignorant like other girls  but lizzy has       something more of quickness than her sisters           mr ,2,train
3134,bennet  how can you abuse your own children in such a way ,2,train
3135,you take delight in vexing me ,2,train
3136,you have no compassion on my poor       nerves           you mistake me  my dear ,2,test
3137,i have a high respect for your nerves ,2,train
3138,they are my old friends ,2,train
3139,i have heard you mention them with       consideration these twenty years at least           ah  you do not know what i suffer           but i hope you will get over it  and live to see many young men       of four thousand a year come into the neighbourhood           it will be no use to us  if twenty such should come  since you       will not visit them           depend upon it  my dear  that when there are twenty  i will       visit them all          mr  bennet was so odd a mixture of quick parts  sarcastic humour        reserve  and caprice  that the experience of three and twenty       years had been insufficient to make his wife understand his       character ,2,train
3140, her  mind was less difficult to develop ,2,train
3141,she was a       woman of mean understanding  little information  and uncertain       temper ,2,test
3142,when she was discontented  she fancied herself nervous ,2,train
3143,the business of her life was to get her daughters married  its       solace was visiting and news ,2,test
3144,chapter          mr  bennet was among the earliest of those who waited on mr        bingley ,2,train
